name,thumbnail,total_view,total_episode,avg_view,link,score,score_count,score_rate,first_launched_date,author,director,agent,animator,types,intro
新次元！蠟筆小新電影超能力大決戰~飛吧！手卷壽司~,https://p2.bahamut.com.tw/B/ACG/c/81/0000129181.JPG,43000.0,1,43000.0,https://ani.gamer.com.tw/animeRef.php?sn=113486,4.8,525.0,0.012209302325581395,2023-08-04,臼井儀人,大根仁,木棉花,新銳動畫、白組,"['超能力', '喜劇', '親情', '闔家觀賞']","一切都是，新次元。這樣的小新，前所未見！　本次劇場版作為《蠟筆小新電影》系列的首部3DCG動畫電影，從構思加上製作花費了七年時間。某天晚上，從宇宙飛來的黑光和白光接近日本列島，埼玉縣春日部市的小新被那道白光擊中，體內湧現不可思議的力量。另一邊，有個男人被黑光照到，得到超能力後開始大肆破壞，他的願望是摧毀世界。破壞、混亂、慘叫聲，在全日本都被恐懼支配的此時此刻，屁屁意外獲得超能力的小新，又要如何運用這份力量，從暗黑的超能力者手中拯救世界？小新等一家人，開始挺身而戰！"
白聖女與黑牧師,https://p2.bahamut.com.tw/B/ACG/c/81/0000125081.JPG,1004000.0,12,83666.66666666667,https://ani.gamer.com.tw/animeRef.php?sn=113303,4.9,9773.0,0.00973406374501992,2023-07-13,和武葉佐乃,野呂純惠,木棉花,動畫工房,"['喜劇', '戀愛']",在某間教會，住著一位可愛卻懶散的聖女「賽西莉亞」，以及一位個性認真、對聖女過度保護，擅長做家事料理的牧師「羅倫斯」。這是一段在平穩的日常生活中，悄悄懷抱愛戀之心的聖女與遲鈍的牧師之間的「無自覺甜蜜戀愛喜劇」。一起度過的每一天，無時無刻都在不自覺地放閃...？兩人令人焦急難耐的關係將會何去何從呢――！？
文豪野犬 第五季,https://p2.bahamut.com.tw/B/ACG/c/85/0000131385.JPG,575000.0,11,52272.72727272727,https://ani.gamer.com.tw/animeRef.php?sn=113327,4.9,2666.0,0.004636521739130435,2023-07-12,朝霧卡夫卡、春河35,五十嵐卓哉,Aniplus,BONES,"['動作', '超能力']",某一天，在天空賭場內被發現了一枚硬幣形狀的炸彈。僅僅是這一枚的爆炸，卻拉開了世界混亂的末日序幕。而可惡的罪犯正是「武裝偵探社」！？中島敦等人落入「天人五衰」所設下的陷阱中，陷入了因為能夠改變現實的「書頁」的力量，因而被打上了恐怖組織標籤的危機。軍警隊最強大的特種部隊「獵犬」對他們展開了無情的追捕，將他們弄得支離破碎。而他們的隊長，福地櫻痴，推動了「人類軍」的興起，這是一個超國家武裝安全部隊，以對抗新時代的恐怖主義。儘管失去了同伴，被絕望壟罩的中島敦仍繼續前進。在他無助且迷失的道路上，正種下了希望的種子。武裝偵探社的支柱，福澤諭吉、江戶川亂步、以及將自己禁錮在監獄中以揭露費奧多爾的陰謀的太宰
勇者赫魯庫,https://p2.bahamut.com.tw/B/ACG/c/09/0000130209.JPG,3149000.0,24,131208.33333333334,https://ani.gamer.com.tw/animeRef.php?sn=113306,4.9,10872.0,0.0034525246109876153,2023-07-12,七尾七希,佐藤龍雄,Ani-One,SATELIGHT,"['冒險', '奇幻', '喜劇', '勵志', '親情', '感人']",在魔界的魔王城，一位人類勇者親手擊敗了魔王。就在人們充滿歡笑大肆慶祝時，魔界卻即將舉行一場又一場賭上新任魔王寶座的競技大賽。代理受傷的原大會負責人「阿茲度勒」，四天王「芭米里歐」來到了魔王決定戰現場。然而，出現在眼前的冠軍熱門卻是本應與魔族為敵的人類勇者「赫魯庫」，她為此大發雷霆。為了調查謎之勇者的目的，以及查明襲擊烏魯姆城的飛翼士兵的真實身份，芭米里歐偽裝成工作人員「安妮」，與赫魯庫和其他選手一同踏上旅途。
黑暗集會,https://p2.bahamut.com.tw/B/ACG/c/37/0000128537.JPG,3405000.0,25,136200.0,https://ani.gamer.com.tw/animeRef.php?sn=113276,4.9,11596.0,0.0034055800293685758,2023-07-10,近藤憲一,博史池畠,木棉花,OLM,"['動作', '冒險', '血腥暴力', '靈異神怪', '黑暗']",擁有靈媒體質的大學生「幻燈河螢多朗」，自從過去受到靈障，而將青梅竹馬捲入其中後便足不出戶。就在他為了回歸社會而開始當家教時，遇見了一位擁有神秘雙眼的少女「寶月夜宵」。夜宵的母親被惡靈帶走，她為了尋找線索而經常跑去靈異場所。由於靈體紛紛迴避擁有強大靈媒體質的夜宵，因此她需要螢多朗所擁有的能夠吸引靈體的體質。另一方面，螢多朗為了破解自己和青梅竹馬身上的詛咒，決定要獲得能對付靈媒體質的能力，兩人成了合作關係。最瘋狂的新感覺靈異怪談，即將開幕！
英雄教室,https://p2.bahamut.com.tw/B/ACG/c/37/0000119837.JPG,605000.0,12,50416.666666666664,https://ani.gamer.com.tw/animeRef.php?sn=113307,4.2,2601.0,0.004299173553719008,2023-07-09,新木伸,川口敬一郎,Ani-One,Actas,"['冒險', '奇幻', '魔法', '校園']",《英雄教室》故事描述，勇者乃「超生物」！？少年布雷德是與魔王打成兩敗俱傷，因而徹底失去勇者之力的前勇者。照理來說，他應該如願以償地變成一名普通的學生了，可是他就讀的學校竟是培育勇者的精英學校。在那裡上學的學生們當然都很優秀，不過曾為「正宗」勇者的布雷德在「心、體、技」各方面都太像英雄了。不僅在實習課程中毀掉大半的校舍，還仗著老交情對國王講話沒大沒小。而且就算被身為校園「女帝」的可怕大姊給盯上了，他也完全沒發現。儘管學校因為龍族逃脫而陷入恐慌，他還是一個人我行我素地吃著豬排咖哩。所作所為形同「超生物」的主角，他那荒唐、離譜、莽撞、不自然至極的「老子平靜的校園生活」就此揭開序幕。
殭屍 100～在成為殭屍前要做的 100 件事～,https://p2.bahamut.com.tw/B/ACG/c/16/0000129516.JPG,2403000.0,12,200250.0,https://ani.gamer.com.tw/animeRef.php?sn=113274,4.8,16846.0,0.007010403662089056,2023-07-09,麻生羽呂、高田康太郎,川越一生、上⽥華⼦,木棉花,BUG FILMS,"['動作', '喜劇', '勵志', '血腥暴力']",24歲的男主角社畜「天道輝」進入公司已經第三年了，每天都因為黑心企業的折磨而身心俱疲。他雖然對嚮往的經理鳳小姐懷抱情愫，但戀情始終無法有結果，每天都過著充滿絕望的日子。某一天，街上突然爆發了殭屍傳染病！被大量殭屍追趕的輝在身陷絕境時，腦海中突然閃過了一句「改變人生的話語」。那就是……「我從今天開始是不是不用去公司上班了！？」告白、聯誼、走遍全日本……！？擺脫黑心企業的束縛、重新復活的輝，現在即將開始著手進行「在成為殭屍前要做的100件事」―――！！
死神少爺與黑女僕 第二季,https://p2.bahamut.com.tw/B/ACG/c/01/0000125701.JPG,135000.0,12,11250.0,https://ani.gamer.com.tw/animeRef.php?sn=113544,4.9,1085.0,0.008037037037037037,2023-07-09,井上小春,山川吉樹,Ani-One,J.C.STAFF,"['奇幻', '喜劇', '戀愛']","「只要是被碰觸到的生物，都將會逝去......」　一名少爺在五歲時被魔女施了死亡的詛咒，一旦碰觸到生物就會直接奪去性命。這使得他被眾人畏懼，而被扔到了森林中的別墅中獨居。但是...他並不孤單。現在身邊有一直侍奉著少爺的女僕「愛麗絲」，以及從小就一直照顧著他的管家「羅伯」。有了各種經歷，少爺的心逐漸打開。最近，少爺和魔女交了朋友，他和家人之間的距離又親近了一些。即使如此，阻止他碰觸心愛之人的詛咒尚未解開。與此同時，能打破少爺詛咒的線索開始顯露出來，少爺與愛麗絲的命運逐漸開始改變...？想相互觸碰卻又無法觸碰的兩人的故事，再次開幕！"
妙廟美少女,https://p2.bahamut.com.tw/B/ACG/c/06/0000129706.JPG,904000.0,13,69538.46153846153,https://ani.gamer.com.tw/animeRef.php?sn=113285,4.9,6629.0,0.007332964601769912,2023-07-09,吉岡公威,古賀一臣,Ani-One,月虹,"['喜劇', '戀愛']",「我要出家當和尚！」不喜歡被人叫「好色的赤神家」而埋頭學業跟打工的「赤神明光」，由於歷代祖先的形象，以及其父「赤神春風」的渣男行徑，使他堅持單身主義。但在某天與美少女「蒼葉結月」意外相遇後，明明原本對女性毫無興趣卻對她一見鍾情。從此以後，明光的生活方式開始急轉直下，不但打工被開除，連學業都面臨即將被當掉的危機。在發覺自己恐怕會步上父親後塵的明光，為了抵抗自己那祖傳的血脈，最後所採取的手段竟然是決定出家！？然而卻誤打誤撞進入了充滿美少女的寺廟…？出家男子與一群美少女，在寺廟上演的青春喜劇就此展開！
七魔劍支配天下,https://p2.bahamut.com.tw/B/ACG/c/23/0000121023.JPG,1067000.0,15,71133.33333333333,https://ani.gamer.com.tw/animeRef.php?sn=113309,4.4,4053.0,0.0037985004686035616,2023-07-08,宇野朴人,松根正人,Ani-One,J.C.STAFF,"['奇幻', '魔法', '校園', '黑暗']",故事的背景為名校「金伯利魔法學校」。在這裡，每年都吸引了不少新手魔法師入學。畢業前有兩成學生或殘廢或失踪，還有人發狂並最終死去。這就是所謂的「為魔所噬」——。主角「奧利佛·霍恩」於春天進入了金柏利，他溫和而理性，背後卻有著若隱若現的陰影。他身邊聚集起出身背景各不相同的少年少女，並與魔法師們盡可能地互相切磋。這些未來的魔法師們內心懷抱著驕傲與使命，走過了學園的大門。然而，迎接他們的卻是各種威脅，人稱魔境的金伯利對他們露出了危險的獠牙，諸如地下迷宮、強悍的高年級生、以及派系鬥爭等。與夥伴們邂逅，前往魔境的他將面臨什麼樣的命運？現在，圍繞「七魔劍」所展開的故事，便開始了——。
謊言遊戲,https://p2.bahamut.com.tw/B/ACG/c/34/0000116734.JPG,767000.0,12,63916.666666666664,https://ani.gamer.com.tw/animeRef.php?sn=113284,4.3,3720.0,0.0048500651890482395,2023-07-08,久追遙希,大野悟、松浦直紀,Ani-One,GEEKTOYS,"['校園', '青春', '競技']",騙子們所獻上的最強無敵學園鬥智遊戲！在學生們不停決鬥以決定階級的學園島上，我——「篠原緋呂斗」，參加了國內最困難的學園島入學測驗，並以歷代最佳成績脫穎而出。之後我又於轉學首日，擊敗去年的絕對王者「彩園寺更紗」，以學園島史上最快的速度，奪得了君臨頂點的「7星」。......沒錯，這一切當然全是一場騙局。闖下大禍的我，為了在學園島達成自身目的，不惜撒謊也得繼續君臨頂峰。為此，無論是視我為主人並從旁輔佐的美少女女僕「姬路白雪」的作弊手段，或是與假冒大小姐的彩園寺所建立的共犯關係，我都要利用到底。好了，展開稱霸世界的騙局吧！
AI 電子基因,https://p2.bahamut.com.tw/B/ACG/c/36/0000129036.JPG,235000.0,12,19583.333333333332,https://ani.gamer.com.tw/animeRef.php?sn=113296,4.7,1628.0,0.006927659574468085,2023-07-08,山田胡瓜,佐藤雄三,木棉花,MADHOUSE,"['科幻', '職場']","這是我們未來的故事──自21世紀起AI飛快的進步，不僅為社會發展帶來貢獻，也使人類陷入是否該將具有高度智慧的機器視為工具的困境。時間來到22世紀後半，人們理所當然地接納與「產業AI」不同，具有人權的「人型機器人」，並一起生活著。身為一名治療人型機器人的新醫科醫師「須堂光」，逐漸面臨人類與AI共存所帶來的「新型疾病」。有時，也必須動用暗地裡的身分……貼近這些擁有煩惱的AI們，須堂光醫生的故事，就此開幕。"
能幹貓今天也憂鬱,https://p2.bahamut.com.tw/B/ACG/c/45/0000124645.JPG,2330000.0,13,179230.76923076922,https://ani.gamer.com.tw/animeRef.php?sn=113282,5.0,17221.0,0.007390987124463519,2023-07-08,山田羊,工藤進、横峯克昌,Ani-One,GoHands,"['喜劇', '溫馨', '悠閒']",「吾乃貓是也，但並非普通的貓，是空前絕後的『能幹貓』。」「福澤幸來」是一名上班族，雖然工作全能，但生活能力非常廢柴。有一天，她在雪天撿到了一隻瀕臨凍死的小黑貓，福澤幫牠取名為「諭吉」並進行收養。諭吉雖跟普通小貓一樣長大，但不普通的是...他最後卻長到跟人類一樣大！諭吉忽然發覺比起被這個人類照顧，便開始勤奮地學習人類知識、打掃技能、烹飪技巧…最後成為一隻家事萬能的大貓貓，把主人從廢物給養成了廢物中的廢物，已經無法想像福澤沒有諭吉的生活了！一隻完美的貓與一名超級馬虎的上班族，每日輕鬆的同居生活就此開始！
雖然等級只有 1 級但固有技能是最強的,https://p2.bahamut.com.tw/B/ACG/c/20/0000127820.JPG,1477000.0,12,123083.33333333333,https://ani.gamer.com.tw/animeRef.php?sn=113286,4.2,5564.0,0.003767095463777928,2023-07-08,三木奈沙,柳瀬雄之,木棉花,MAHO FILM,"['冒險', '奇幻', '異世界']","在黑心企業上班的上班族．佐藤亮太有天一回神發現自己身處在陌生的地下城之中……！原來自己來到所有物品都是經由魔物掉落出現的神奇世界。他在偶然遇見的少女．愛蜜莉的幫助下確認自己的能力值，發現體力魔力等等數值居然全都是【F】（最弱）！而且等級還是固定不可變動的【1】（最低）！不過陷入絕望的亮太意外發現自己擁有的固有技能竟然是最強的【掉落物ALL S】！！亮太到底能不能在這個不可思議的世界生存下去呢！？最弱卻是最強之人的冒險，現在就要開始囉───！"
BLEACH 死神 千年血戰篇-訣別譚-,https://p2.bahamut.com.tw/B/ACG/c/57/0000133657.JPG,2080000.0,13,160000.0,https://ani.gamer.com.tw/animeRef.php?sn=113305,4.9,6705.0,0.0032235576923076922,2023-07-08,久保帶人,田口智久,Ani-One,Studio Pierrot,"['動作', '冒險', '奇幻', '血腥暴力']",故事從滅卻師的反撲開始，曾經被封印的滅卻師之王——優哈巴哈，帶領一眾滅卻師組成「看不見的帝國」，攻佔虛圈，並且向屍魂界宣戰。他們蓄積已久的實力對上剛經過內亂的護廷十三隊，打得護廷十三隊傷亡慘重，巨大的陰影壟罩整個屍魂界。收到求救訊息的一護與夥伴們無懼地踏上征途。背負著所有人的期望，一護將與滅卻師們展開決戰…
超人力霸王布雷薩,https://p2.bahamut.com.tw/B/ACG/c/35/0000131835.JPG,171000.0,28,6107.142857142857,https://ani.gamer.com.tw/animeRef.php?sn=113297,4.6,607.0,0.003549707602339181,2023-07-08,圓谷製作公司,田口清隆,野獸國,圓谷製作公司,"['科幻', '特攝', '真人演出', '闔家觀賞']","故事介紹　　由於發生在世界各地的怪獸災害，世界各國為了抵禦從地球內外攻來的怪獸和地球外生命體，在1966年設立了地球防衛隊「GGF（Global Guardian Force）」。　　在環境破壞跟地球暖化加速的現代。某個夜晚，宇宙甲殼怪獸巴札加出現。地球防衛隊的討掃作戰充滿困境，由比留間弦人率領的特殊部隊陷入了危險。就在那時，謎之巨人伴隨著耀眼的光芒降臨。那是從幾十年前開始就在宇宙飛行員們之間流傳的未確認大型宇宙人，代號「超人力霸王」。　　在那之後，受到司令部傳喚的弦人被指派了一個任務。那就是就任秘密成立的「特殊怪獣對應分遣隊「SKaRD(Special Kaiju Reactio"
